,Company,Compound,Date,Negative,Neutral,Positive,Tweets Ago
381,@FoxNews,0.552,Thu Oct 04 20:34:00 +0000 2018,0.737,0.0,0.263,82
382,@FoxNews,0.0,Thu Oct 04 20:28:05 +0000 2018,1.0,0.0,0.0,83
383,@FoxNews,-0.2263,Thu Oct 04 20:24:53 +0000 2018,0.826,0.174,0.0,84
384,@FoxNews,0.0,Thu Oct 04 20:19:03 +0000 2018,1.0,0.0,0.0,85
385,@FoxNews,0.0,Thu Oct 04 20:03:09 +0000 2018,1.0,0.0,0.0,86
386,@FoxNews,0.0,Thu Oct 04 19:30:41 +0000 2018,1.0,0.0,0.0,87
387,@FoxNews,-0.6369,Thu Oct 04 19:24:00 +0000 2018,0.729,0.271,0.0,88
388,@FoxNews,0.5267,Thu Oct 04 19:19:39 +0000 2018,0.779,0.0,0.221,89
389,@FoxNews,0.0,Thu Oct 04 19:11:18 +0000 2018,1.0,0.0,0.0,90
390,@FoxNews,0.0,Thu Oct 04 19:06:51 +0000 2018,1.0,0.0,0.0,91
391,@FoxNews,-0.5423,Thu Oct 04 19:03:19 +0000 2018,0.811,0.189,0.0,92
392,@FoxNews,-0.6597,Thu Oct 04 19:00:25 +0000 2018,0.701,0.299,0.0,93
393,@FoxNews,0.5574,Thu Oct 04 18:55:31 +0000 2018,0.847,0.0,0.153,94
394,@FoxNews,-0.6124,Thu Oct 04 18:51:56 +0000 2018,0.694,0.245,0.06,95
395,@FoxNews,0.0,Thu Oct 04 18:47:52 +0000 2018,1.0,0.0,0.0,96
396,@FoxNews,0.0,Thu Oct 04 18:45:00 +0000 2018,1.0,0.0,0.0,97
397,@FoxNews,0.3182,Thu Oct 04 18:42:50 +0000 2018,0.892,0.0,0.108,98
398,@FoxNews,0.0,Thu Oct 04 18:38:42 +0000 2018,1.0,0.0,0.0,99
399,@FoxNews,-0.4404,Thu Oct 04 18:34:53 +0000 2018,0.769,0.231,0.0,100
400,@NYTimes,0.4019,Fri Oct 05 05:15:04 +0000 2018,0.791,0.065,0.144,1
401,@NYTimes,0.0,Fri Oct 05 05:02:03 +0000 2018,1.0,0.0,0.0,2
402,@NYTimes,0.4939,Fri Oct 05 04:47:02 +0000 2018,0.802,0.0,0.198,3
403,@NYTimes,-0.296,Fri Oct 05 04:32:02 +0000 2018,0.919,0.081,0.0,4
404,@NYTimes,-0.4939,Fri Oct 05 04:17:01 +0000 2018,0.811,0.189,0.0,5
405,@NYTimes,0.5187,Fri Oct 05 04:02:05 +0000 2018,0.733,0.065,0.202,6
406,@NYTimes,0.1779,Fri Oct 05 03:47:01 +0000 2018,0.733,0.115,0.152,7
407,@NYTimes,0.0,Fri Oct 05 03:32:01 +0000 2018,1.0,0.0,0.0,8
408,@NYTimes,0.4215,Fri Oct 05 03:17:04 +0000 2018,0.882,0.0,0.118,9
409,@NYTimes,0.7906,Fri Oct 05 03:02:05 +0000 2018,0.731,0.0,0.269,10
410,@NYTimes,0.6833,Fri Oct 05 02:51:03 +0000 2018,0.796,0.0,0.204,11
411,@NYTimes,0.0772,Fri Oct 05 02:47:04 +0000 2018,0.933,0.0,0.067,12
412,@NYTimes,0.0,Fri Oct 05 02:30:06 +0000 2018,1.0,0.0,0.0,13
413,@NYTimes,0.0897,Fri Oct 05 02:17:02 +0000 2018,0.771,0.084,0.145,14
414,@NYTimes,0.1779,Fri Oct 05 02:02:01 +0000 2018,0.898,0.0,0.102,15
415,@NYTimes,0.0772,Fri Oct 05 01:47:02 +0000 2018,0.796,0.095,0.109,16
416,@NYTimes,0.0,Fri Oct 05 01:33:03 +0000 2018,1.0,0.0,0.0,17
417,@NYTimes,-0.5423,Fri Oct 05 01:24:02 +0000 2018,0.757,0.243,0.0,18
418,@NYTimes,0.6908,Fri Oct 05 01:11:06 +0000 2018,0.787,0.0,0.213,19
419,@NYTimes,0.0,Fri Oct 05 01:02:05 +0000 2018,1.0,0.0,0.0,20
420,@NYTimes,-0.2263,Fri Oct 05 00:51:05 +0000 2018,0.888,0.112,0.0,21
421,@NYTimes,0.2263,Fri Oct 05 00:48:47 +0000 2018,0.881,0.0,0.119,22
422,@NYTimes,0.0,Fri Oct 05 00:32:03 +0000 2018,1.0,0.0,0.0,23
423,@NYTimes,0.5859,Fri Oct 05 00:24:05 +0000 2018,0.847,0.0,0.153,24
424,@NYTimes,-0.34,Fri Oct 05 00:17:04 +0000 2018,0.87,0.13,0.0,25
425,@NYTimes,0.34,Fri Oct 05 00:02:05 +0000 2018,0.897,0.0,0.103,26
426,@NYTimes,-0.1027,Thu Oct 04 23:47:05 +0000 2018,0.915,0.085,0.0,27
427,@NYTimes,0.0,Thu Oct 04 23:17:04 +0000 2018,1.0,0.0,0.0,28
428,@NYTimes,0.0,Thu Oct 04 23:06:06 +0000 2018,1.0,0.0,0.0,29
429,@NYTimes,0.2457,Thu Oct 04 22:51:03 +0000 2018,0.91,0.0,0.09,30
430,@NYTimes,-0.4404,Thu Oct 04 22:37:04 +0000 2018,0.879,0.121,0.0,31
431,@NYTimes,0.7351,Thu Oct 04 22:33:04 +0000 2018,0.721,0.0,0.279,32
432,@NYTimes,-0.4767,Thu Oct 04 22:20:51 +0000 2018,0.86,0.14,0.0,33
433,@NYTimes,-0.4939,Thu Oct 04 22:15:40 +0000 2018,0.856,0.144,0.0,34
434,@NYTimes,0.0,Thu Oct 04 22:10:34 +0000 2018,1.0,0.0,0.0,35
435,@NYTimes,-0.481,Thu Oct 04 22:05:33 +0000 2018,0.87,0.13,0.0,36
436,@NYTimes,0.4215,Thu Oct 04 22:01:08 +0000 2018,0.685,0.101,0.214,37
437,@NYTimes,0.0,Thu Oct 04 21:55:37 +0000 2018,1.0,0.0,0.0,38
438,@NYTimes,-0.5574,Thu Oct 04 21:53:02 +0000 2018,0.874,0.126,0.0,39
439,@NYTimes,0.0772,Thu Oct 04 21:41:00 +0000 2018,0.939,0.0,0.061,40
440,@NYTimes,-0.3612,Thu Oct 04 21:31:04 +0000 2018,0.878,0.122,0.0,41
441,@NYTimes,0.4019,Thu Oct 04 21:21:52 +0000 2018,0.895,0.0,0.105,42
442,@NYTimes,0.0,Thu Oct 04 21:15:03 +0000 2018,1.0,0.0,0.0,43
443,@NYTimes,0.2866,Thu Oct 04 21:13:05 +0000 2018,0.826,0.065,0.109,44
444,@NYTimes,0.4939,Thu Oct 04 21:07:56 +0000 2018,0.63,0.122,0.248,45
445,@NYTimes,0.6801,Thu Oct 04 20:50:04 +0000 2018,0.763,0.0,0.237,46
446,@NYTimes,0.34,Thu Oct 04 20:45:07 +0000 2018,0.906,0.0,0.094,47
447,@NYTimes,-0.5719,Thu Oct 04 20:30:06 +0000 2018,0.793,0.207,0.0,48
448,@NYTimes,-0.5859,Thu Oct 04 20:15:03 +0000 2018,0.769,0.231,0.0,49
449,@NYTimes,0.3612,Thu Oct 04 20:00:12 +0000 2018,0.898,0.0,0.102,50
450,@NYTimes,0.2023,Thu Oct 04 19:50:03 +0000 2018,0.904,0.0,0.096,51
451,@NYTimes,0.0,Thu Oct 04 19:35:06 +0000 2018,1.0,0.0,0.0,52
452,@NYTimes,0.6249,Thu Oct 04 19:30:03 +0000 2018,0.823,0.0,0.177,53
453,@NYTimes,-0.2023,Thu Oct 04 19:15:04 +0000 2018,0.909,0.091,0.0,54
454,@NYTimes,-0.4019,Thu Oct 04 19:00:11 +0000 2018,0.881,0.119,0.0,55
455,@NYTimes,0.2263,Thu Oct 04 18:50:03 +0000 2018,0.773,0.092,0.135,56
456,@NYTimes,0.4588,Thu Oct 04 18:40:10 +0000 2018,0.766,0.08,0.153,57
457,@NYTimes,0.0762,Thu Oct 04 18:34:06 +0000 2018,0.939,0.0,0.061,58
458,@NYTimes,-0.2732,Thu Oct 04 18:25:06 +0000 2018,0.896,0.104,0.0,59
459,@NYTimes,0.0,Thu Oct 04 18:10:07 +0000 2018,1.0,0.0,0.0,60
460,@NYTimes,-0.4215,Thu Oct 04 18:00:12 +0000 2018,0.887,0.113,0.0,61
461,@NYTimes,0.0,Thu Oct 04 17:45:07 +0000 2018,1.0,0.0,0.0,62
462,@NYTimes,0.0,Thu Oct 04 17:35:03 +0000 2018,1.0,0.0,0.0,63
463,@NYTimes,-0.6124,Thu Oct 04 17:25:05 +0000 2018,0.625,0.279,0.096,64
464,@NYTimes,-0.1779,Thu Oct 04 17:10:06 +0000 2018,0.769,0.13,0.101,65
465,@NYTimes,0.34,Thu Oct 04 17:00:12 +0000 2018,0.893,0.0,0.107,66
466,@NYTimes,0.5719,Thu Oct 04 16:50:07 +0000 2018,0.837,0.0,0.163,67
467,@NYTimes,0.0,Thu Oct 04 16:45:05 +0000 2018,1.0,0.0,0.0,68
468,@NYTimes,0.6808,Thu Oct 04 16:32:50 +0000 2018,0.641,0.0,0.359,69
469,@NYTimes,0.6808,Thu Oct 04 16:30:03 +0000 2018,0.728,0.0,0.272,70
470,@NYTimes,0.2263,Thu Oct 04 16:17:38 +0000 2018,0.773,0.092,0.135,71
471,@NYTimes,0.7964,Thu Oct 04 16:02:13 +0000 2018,0.717,0.0,0.283,72
472,@NYTimes,0.4854,Thu Oct 04 15:55:03 +0000 2018,0.804,0.0,0.196,73
473,@NYTimes,0.6486,Thu Oct 04 15:25:05 +0000 2018,0.746,0.065,0.188,74
474,@NYTimes,0.4939,Thu Oct 04 15:10:07 +0000 2018,0.856,0.0,0.144,75
475,@NYTimes,-0.0,Thu Oct 04 15:00:13 +0000 2018,0.744,0.107,0.149,76
476,@NYTimes,0.4939,Thu Oct 04 14:45:08 +0000 2018,0.826,0.0,0.174,77
477,@NYTimes,0.0,Thu Oct 04 14:34:27 +0000 2018,1.0,0.0,0.0,78
478,@NYTimes,0.0,Thu Oct 04 14:34:10 +0000 2018,1.0,0.0,0.0,79
479,@NYTimes,0.128,Thu Oct 04 14:33:50 +0000 2018,0.717,0.131,0.152,80
480,@NYTimes,-0.5106,Thu Oct 04 14:31:06 +0000 2018,0.739,0.187,0.074,81
481,@NYTimes,0.0,Thu Oct 04 14:30:13 +0000 2018,1.0,0.0,0.0,82
482,@NYTimes,-0.8957,Thu Oct 04 14:15:07 +0000 2018,0.59,0.41,0.0,83
483,@NYTimes,0.0,Thu Oct 04 14:00:10 +0000 2018,1.0,0.0,0.0,84
484,@NYTimes,-0.34,Thu Oct 04 13:44:02 +0000 2018,0.882,0.118,0.0,85
485,@NYTimes,0.0,Thu Oct 04 13:30:16 +0000 2018,1.0,0.0,0.0,86
486,@NYTimes,0.0,Thu Oct 04 13:22:05 +0000 2018,1.0,0.0,0.0,87
487,@NYTimes,0.1354,Thu Oct 04 13:14:43 +0000 2018,0.806,0.085,0.109,88
488,@NYTimes,0.0772,Thu Oct 04 13:11:03 +0000 2018,0.929,0.0,0.071,89
489,@NYTimes,0.0,Thu Oct 04 13:00:09 +0000 2018,1.0,0.0,0.0,90
490,@NYTimes,0.0,Thu Oct 04 12:44:02 +0000 2018,1.0,0.0,0.0,91
491,@NYTimes,-0.3818,Thu Oct 04 12:30:04 +0000 2018,0.732,0.167,0.102,92
492,@NYTimes,0.3612,Thu Oct 04 12:15:06 +0000 2018,0.872,0.0,0.128,93
493,@NYTimes,-0.5994,Thu Oct 04 12:05:04 +0000 2018,0.687,0.24,0.073,94
494,@NYTimes,0.0,Thu Oct 04 11:46:04 +0000 2018,1.0,0.0,0.0,95
495,@NYTimes,-0.5106,Thu Oct 04 11:30:05 +0000 2018,0.829,0.171,0.0,96
496,@NYTimes,0.0,Thu Oct 04 11:15:06 +0000 2018,1.0,0.0,0.0,97
497,@NYTimes,0.0,Thu Oct 04 11:00:14 +0000 2018,1.0,0.0,0.0,98
498,@NYTimes,0.0,Thu Oct 04 10:45:08 +0000 2018,1.0,0.0,0.0,99
499,@NYTimes,0.3182,Thu Oct 04 10:30:06 +0000 2018,0.723,0.092,0.185,100
